1.1099,1.8265,0
1.2586,1.6978,0
1.4005,1.5598,0
1.5245,1.411,0
1.6287,1.2505,0
1.7194,1.0816,0
1.7912,0.90381,0
1.8472,0.72486,0
1.8855,0.5477,0
1.9095,0.36737,0
1.9186,0.18488,0
1.9036,0.0075037,0
1.8773,-0.16711,0
1.8318,-0.33788,0
1.77,-0.49874,0
1.6993,-0.64391,0
1.6239,-0.78014,0
1.5284,-0.91748,0
1.4386,-1.0786,0
1.3327,-1.2244,0
1.2129,-1.3565,0
1.0824,-1.4814,0
0.93615,-1.592,0
0.80181,-1.6801,0
0.663,-1.7307,0
0.51967,-1.7957,0
0.36124,-1.8584,0
0.19599,-1.9019,0
0.027534,-1.9337,0
-0.14783,-1.9522,0
-0.32515,-1.9577,0
-0.50171,-1.9458,0
-0.68244,-1.9154,0
-0.86155,-1.8714,0
-1.0377,-1.7622,0
-1.2017,-1.6435,0
-1.3501,-1.5133,0
-1.4889,-1.3728,0
-1.6089,-1.2172,0
-1.7175,-1.0532,0
-1.8012,-0.87241,0
-1.8691,-0.68356,0
-1.9177,-0.48992,0
-1.9465,-0.29324,0
-1.9578,-0.093188,0
-1.945,0.074116,0
-1.9149,0.24007,0
-1.8708,0.41522,0
-1.8384,0.61399,0
-1.7821,0.80061,0
-1.7056,0.97553,0
-1.6129,1.1496,0
-1.5059,1.3118,0
-1.398,1.4296,0
-1.2749,1.5338,0
-1.15,1.6332,0
-1.0142,1.7322,0
-0.86825,1.8152,0
-0.72102,1.89,0
-0.56539,1.9559,0
-0.40573,2.0064,0
-0.24375,2.0418,0
-0.074086,2.0636,0
0.096059,2.0744,0
0.26899,2.0681,0
0.44358,2.0522,0
0.61455,2.0204,0
0.78341,1.9744,0
0.94932,1.9109,0
1.1099,1.8265,0
